# 花语花园种子清单
# 列：中文名 | 英文名 | 学名 | 科 | 颜色（、分隔） | 别名（、分隔） | 花语 | 花期 | 简介 | 形态特征 | 花语与文化 | 分布与养护
# 以 # 开头的行会被忽略
name	en	latin	family	colors	aliases	meaning	season	blurb	morph	culture	care
冰岛罂粟	Iceland poppy	Papaver nudicaule	罂粟科	多彩	北极虞美人	安然	春夏	薄如蝉翼，色彩明快。	多年生草本，花多彩，瓣薄，花梗细长。	象征安然，北极虞美人。	原产寒带，喜凉光，忌暑热。
花菱草	California poppy	Eschscholzia californica	罂粟科	黄、橙	加州罂粟	成功	春夏	金黄花朵，加州州花。	一年生或多年生草本，花金黄橙，瓣如绸，日开夜合。	象征成功，加州罂粟。	原产北美西部，喜光耐旱。
紫罗兰	Stock	Matthiola incana	十字花科	紫、粉、白	草紫罗兰	永恒的美	春	香气馥郁，紫色浪漫。	多年生或二年生草本，花紫粉白，总状花序，芳香。	象征永恒的美，草紫罗兰。	原产地中海，喜凉光，香花植物。
香雪球	Sweet alyssum	Lobularia maritima	十字花科	白、粉、紫	庭荠	甜蜜	春夏	白色小花如雪球铺地。	多年生草本，花白粉紫，密集如雪球铺地。	象征甜蜜，庭荠。	原产地中海，喜凉光，耐旱。
桂竹香	Wallflower	Cheiranthus cheiri	十字花科	黄、橙	七里黄	逆境中的忠诚	春	橙黄小花，芳香怡人。	多年生草本，花黄橙，芳香，春日开放。	象征逆境中的忠诚，七里黄。	原产欧洲，喜凉光，忌湿热。
二月兰	Orychophragmus	Orychophragmus violaceus	十字花科	紫	诸葛菜	谦逊	春	紫色花海，早春铺地。	一二年生草本，花紫色，四瓣，早春铺地成海。	象征谦逊，诸葛菜。	原产中国，喜半阴，自播力强。
油菜花	Rapeseed flower	Brassica napus	十字花科	黄	芸薹	加油、奉献	春	金黄田野，春天的画卷。	一年生草本，花金黄，总状花序，春日成海。	象征加油与奉献，春天的画卷。	原产欧亚，喜凉光，经济作物。
三色堇	Pansy	Viola tricolor	堇菜科	紫、黄、白	猫儿脸、蝴蝶花	思念	春夏	花瓣如猫脸，俏皮可爱。	一二年生草本，花紫黄白，瓣如猫脸，春秋开。	象征思念，猫儿脸。	原产欧洲，喜凉光，耐寒。
角堇	Horned violet	Viola cornuta	堇菜科	多彩	小三色堇	快乐	春夏	小巧花容，色彩斑斓。	一二年生草本，花小而繁，多彩，冬春开放。	象征快乐，小三色堇。	原产欧洲，喜凉光，耐寒。
紫花地丁	Violet	Viola philippica	堇菜科	紫	野堇菜	真诚的爱	春	路边小紫花，朴素动人。	多年生草本，花紫色，早春路边开放。	象征真诚的爱，野堇菜。	原产东亚，喜光耐旱，自播力强。
石竹	China pink	Dianthus chinensis	石竹科	红、粉、白	洛阳花	纯洁的爱	夏	花瓣边缘如锯齿。	多年生草本，花红粉白，瓣缘齿裂，夏开。	象征纯洁的爱，洛阳花。	原产中国，喜光耐旱。
香石竹	Carnation	Dianthus caryophyllus	石竹科	多彩	康乃馨	母爱	四季	母亲节之花，温柔馨香。	多年生草本，花多彩，重瓣，芳香，四季可开。	象征母爱，康乃馨。	原产地中海，喜凉光，温室栽培。
满天星	Baby's breath	Gypsophila paniculata	石竹科	白	丝石竹、霞草	思念、配角	春夏	白色小花如满天星辰。	多年生草本，花白色细小，密生成雾状。	象征思念，花束中的配角。	原产欧亚，喜凉光，忌湿热。
剪秋罗	Brilliant lychnis	Lychnis fulgens	石竹科	红、橙	剪红纱花	激情	夏	红色小花，热烈醒目。	多年生草本，花红橙，瓣缘齿裂，夏日明艳。	象征激情，剪红纱花。	原产东亚，喜光湿润。
雪轮	Soapwort catchfly	Silene pendula	石竹科	粉、白	矮雪轮	沉默的爱	春夏	粉嫩小花，垂枝优雅。	一年生或多年生草本，花粉色，瓣端微凹，垂枝。	象征沉默的爱，矮雪轮。	原产欧洲，喜凉光，自播力强。
肥皂草	Soapwort	Saponaria officinalis	石竹科	粉、白	石碱花	清净	夏	根可起泡，花团锦簇。	多年生草本，花白粉，密集，根可起泡。	象征清净，石碱花。	原产欧洲，喜光耐旱。
补血草	Sea lavender	Limonium sinuatum	白花丹科	蓝、紫、黄	星辰花、勿忘我	永恒	夏	纸质花瓣，久放不谢。	多年生草本，花蓝紫黄，苞片纸质，久放不谢。	象征永恒，星辰花。	原产地中海，喜光耐旱，宜干花。
勿忘我	Forget-me-not	Myosotis sylvatica	紫草科	蓝	勿忘草	永恒的爱	春夏	蓝色小花，诉说不忘。	多年生草本，花蓝色，五瓣，春日开放。	象征永恒的爱，勿忘草。	原产欧洲，喜凉光湿润。
琉璃苣	Borage	Borago officinalis	紫草科	蓝	星花	勇气	夏	蓝色星花，清新药草。	一年生草本，花蓝色星形，叶带黄瓜香，可食。	象征勇气，星花。	原产地中海，喜光，自播力强。
蓝蓟	Viper's bugloss	Echium vulgare	紫草科	蓝、紫	蓝箭	静谧	夏	蓝色花穗，蜜源植物。	二年生草本，花蓝紫，穗状花序，蜜源植物。	象征静谧，蓝箭。	原产欧洲，喜光耐旱。
美女樱	Verbena	Verbena hybrida	马鞭草科	多彩	铺地锦	和乐	春夏秋	花球铺地，色彩缤纷。	多年生或一年生草本，花多彩，伞房花序成球，铺地。	象征和乐，铺地锦。	原产南美，喜暖光湿润。
马鞭草	European verbena	Verbena officinalis	马鞭草科	紫	紫顶龙芽	正义	夏秋	细长花穗，药草芬芳。	多年生草本，花紫色，细长穗状花序，药草芬芳。	象征正义，紫顶龙芽。	原产欧亚，喜光耐旱。
柳叶马鞭草	Purpletop vervain	Verbena bonariensis	马鞭草科	紫	南美马鞭草	浪漫	夏秋	紫色花海，轻盈摇曳。	多年生草本，花紫，聚伞花序，花海轻盈。	象征浪漫，南美马鞭草。	原产南美，喜暖光湿润。
薰衣草	Lavender	Lavandula angustifolia	唇形科	紫	香水草、宁静的香水	等待爱情	夏	紫色花田，香气安宁。	常绿小灌木，花蓝紫，穗状花序，香气安宁。	象征等待爱情，普罗旺斯花田。	原产地中海，喜光干燥，忌涝。
法国薰衣草	Spanish lavender	Lavandula stoechas	唇形科	紫	西班牙薰衣草	神秘	春夏	顶部兔耳状苞片。	常绿小灌木，花紫，顶部苞片如兔耳，芳香。	象征神秘，西班牙薰衣草。	原产地中海，喜光干燥。
鼠尾草	Sage	Salvia japonica	唇形科	蓝、紫	洋苏草	家庭观念	夏秋	紫色花穗，清新自然。	多年生草本，花蓝紫，轮伞花序，清新。	象征家庭观念，洋苏草。	原产东亚，喜光耐旱。
一串蓝	Mealycup sage	Salvia farinacea	唇形科	蓝、紫	蓝花鼠尾草	思念	夏秋	蓝紫色花穗，成片种植。	多年生草本，花蓝紫，穗状花序，成片清凉。	象征思念，蓝花鼠尾草。	原产北美，喜暖光。
一串红	Scarlet sage	Salvia splendens	唇形科	红	西洋红、爆竹红	热情	夏秋	红色花串，喜庆热烈。	多年生或一年生草本，花红，串状花序，喜庆。	象征热情，爆竹红。	原产南美，喜暖光，忌涝。
朱唇	Texas sage	Salvia coccinea	唇形科	红	红花鼠尾草	活力	夏秋	猩红小花，蜂蝶喜爱。	多年生草本，花猩红，唇形小花，蜂蝶喜爱。	象征活力，红花鼠尾草。	原产北美，喜暖光耐旱。
迷迭香	Rosemary	Rosmarinus officinalis	唇形科	蓝、紫	海洋之露	回忆	春夏	香气浓郁，地中海香草。	常绿灌木，叶针形，花蓝紫，香气浓郁，可入菜。	象征回忆，海洋之露。	原产地中海，喜光干燥，忌涝。
百里香	Thyme	Thymus mongolicus	唇形科	粉、紫	地椒	勇气	夏	细小紫花，芳香扑鼻。	常绿小灌木，叶小，花紫粉，芳香，可入菜。	象征勇气，地椒。	原产欧亚，喜光干燥耐旱。
薄荷花	Mint flower	Mentha haplocalyx	唇形科	紫、白	野薄荷	美德	夏	清新小紫花，清凉香气。	多年生草本，叶对生，花紫白轮生，清凉香气。	象征美德，薄荷之香。	原产北半球，喜光湿润，蔓延快。
金鱼草	Snapdragon	Antirrhinum majus	车前科	多彩	龙口花	活泼	春夏	花形如金鱼张口。	多年生或一年生草本，花多彩，唇形如金鱼张口。	象征活泼，龙口花。	原产地中海，喜凉光。
柳穿鱼	Butter and eggs	Linaria vulgaris	车前科	黄、橙	小金鱼草	宽容	春夏	橙黄小花如飞鸟。	多年生草本，花黄橙，唇形，总状花序。	象征宽容，小金鱼草。	原产欧亚，喜光耐旱。
毛地黄	Foxglove	Digitalis purpurea	车前科	粉、紫、白	洋地黄	热爱	夏	钟形花朵，串串高挂。	二年生草本，花钟形，粉紫白带斑，总状高挑。	象征热爱，洋地黄，全株有毒。	原产欧洲，喜半阴凉爽。
钓钟柳	Beardtongue	Penstemon barbatus	车前科	红、粉	吊钟柳	真诚	夏	红色管状花，蜂鸟喜爱。	多年生草本，花红粉，管状，花穗直立。	象征真诚，吊钟柳。	原产北美，喜光耐旱。
风铃草	Canterbury bells	Campanula medium	桔梗科	蓝、紫、粉	钟花	感谢	春夏	花朵如铃，随风轻响。	二年生或多年生草本，花钟形，蓝紫粉，摇曳。	象征感谢，钟花。	原产欧洲，喜凉光。
聚花风铃草	Clustered bellflower	Campanula glomerata	桔梗科	蓝、紫	聚铃花	团结	夏	花簇成球，蓝紫迷人。	多年生草本，花蓝紫，簇生成球，夏日开放。	象征团结，聚铃花。	原产欧洲，喜凉光。
桔梗	Balloon flower	Platycodon grandiflorus	桔梗科	蓝、紫、白	铃铛花	永恒的爱	夏秋	花苞如气球，绽放成星。	多年生草本，花蓝紫白，钟形，花苞如气球。	象征永恒的爱，铃铛花。	原产东亚，喜光耐旱，根入药。
洋桔梗	Lisianthus	Eustoma grandiflorum	龙胆科	多彩	草原龙胆	不变的爱	夏秋	层叠花瓣，温婉优雅。	多年生草本，花多彩，重瓣，层叠如玫瑰。	象征不变的爱，草原龙胆。	原产北美，喜暖光，切花名品。
龙胆	Chinese gentian	Gentiana scabra	龙胆科	蓝、紫	胆草花	喜欢忧伤	秋	深蓝花朵，高山精灵。	多年生草本，花蓝紫，筒钟形，秋日山野亮色。	象征喜欢忧伤，高山精灵。	原产东亚，喜凉湿半阴。
报春花	Fairy primrose	Primula malacoides	报春花科	粉、白、紫	小樱草	希望	春	春日最早的报信者。	多年生草本，花白粉紫，伞形花序，早春第一花。	象征希望，春日信使。	原产中国，喜凉湿半阴。
四季报春	Obconica primrose	Primula obconica	报春花科	多彩	鄂报春	青春	春夏	花色繁多，四季可赏。	多年生草本，花多彩，冬春开放，盆栽常客。	象征青春，鄂报春。	原产中国，喜凉湿半阴。
藏报春	Chinese primrose	Primula sinensis	报春花科	粉、红	年景花	纯洁	春	中国原产，花色娇艳。	多年生草本，花粉红，层叠娇艳，中国原产。	象征纯洁，年景花。	原产中国西南，喜凉湿半阴。
仙客来	Cyclamen	Cyclamen persicum	报春花科	红、粉、白	兔耳花、萝卜海棠	羞怯	冬春	花瓣反卷如兔耳。	多年生草本，块茎，花瓣反卷如兔耳，冬春开放。	象征羞怯，兔耳花。	原产地中海，喜凉光，忌暴晒。
瓜叶菊	Cineraria	Pericallis hybrida	菊科	多彩	富贵菊	喜悦	冬春	花团锦簇，年宵佳品。	多年生草本，花多彩，密集如球，冬春上市。	象征喜悦，富贵菊。	原产加那利群岛，喜凉光湿润。
六倍利	Lobelia	Lobelia erinus	桔梗科	蓝、紫、白	半边莲	可怜	春夏	蓝色小花，悬吊佳品。	多年生草本，花蓝紫白，密集成串，垂吊佳品。	象征可怜可爱，半边莲。	原产南非，喜凉光湿润。
山梗菜	Great blue lobelia	Lobelia sessilifolia	桔梗科	蓝、紫	水苋菜	诚实	夏	蓝紫花穗，水边清影。	多年生草本，花蓝紫，总状花序，水边清影。	象征诚实，水苋菜。	原产东亚，喜湿润半阴。
半边莲	Chinese lobelia	Lobelia chinensis	桔梗科	粉、紫	细米草	坚持	夏	小巧粉花，药草之用。	多年生草本，花淡紫粉，花冠偏向一侧，药草。	象征坚持，细米草。	原产东亚，喜湿润强光。
牵牛花	Morning glory	Ipomoea nil	旋花科	蓝、紫、粉	喇叭花	爱情永固	夏秋	清晨绽放，朝颜之美。	一年生缠绕藤本，花喇叭形，蓝紫粉，朝开午谢。	象征爱情永固，朝颜之美。	原产热带美洲，喜光，攀援。
圆叶牵牛	Common morning glory	Ipomoea purpurea	旋花科	紫、粉	紫牵牛	平静	夏秋	藤蔓绕篱，紫色花铃。	一年生缠绕藤本，叶心形，花紫粉，篱间常见。	象征平静，紫牵牛。	原产热带美洲，喜光，自播力强。
茑萝	Cardinal climber	Ipomoea quamoclit	旋花科	红	五角星花	相互关怀	夏秋	红色星花，纤巧藤蔓。	一年生缠绕藤本，叶羽状细裂，花红五角星形。	象征相互关怀，五角星花。	原产美洲热带，喜暖光。
打碗花	Hedge bindweed	Calystegia hederacea	旋花科	粉、白	小旋花	童年	春夏	喇叭小花，田野记忆。	多年生缠绕草本，花粉白，喇叭形，田野记忆。	象征童年，小旋花。	原产东亚，喜光耐旱。
田旋花	Field bindweed	Convolvulus arvensis	旋花科	粉、白	旋花	坚韧	夏	匍匐藤蔓，粉白小花。	多年生缠绕草本，花白粉，漏斗形，田间韧草。	象征坚韧，旋花。	原产欧亚，喜光耐旱。
月光花	Moonflower	Ipomoea alba	旋花科	白	夕颜	夜晚之美	夏秋	白色大花，月夜绽放。	一年生缠绕藤本，花白色大喇叭，夜间开放。	象征夜晚之美，夕颜。	原产美洲热带，喜暖光。
旱金莲	Nasturtium	Tropaeolum majus	旱金莲科	黄、橙、红	金莲花、荷叶花	爱国心	春夏	圆叶如荷，花如金盏。	一年生或多年生草本，叶圆如荷，花黄橙红，可食。	象征爱国心，金莲花。	原产南美，喜凉光湿润。
凤仙花	Garden balsam	Impatiens balsamina	凤仙花科	多彩	指甲花、急性子	怀念	夏秋	染红指甲的童年记忆。	一年生草本，花多彩，瓣如凤羽，果荚弹射。	象征怀念，指甲花。	原产亚洲，喜暖光湿润。
新几内亚凤仙	New Guinea impatiens	Impatiens hawkeri	凤仙花科	多彩	新几内亚凤仙花	活力	春夏	叶色深亮，花色缤纷。	多年生草本，叶色亮，花多彩，耐半阴。	象征活力，新几内亚凤仙花。	原产新几内亚，喜暖湿半阴。
非洲凤仙	Busy Lizzie	Impatiens walleriana	凤仙花科	多彩	玻璃翠、苏丹凤仙	甜蜜	春夏秋	耐阴花丛，四季繁茂。	多年生草本，花多彩，耐阴，四季繁茂。	象征甜蜜，玻璃翠。	原产东非，喜暖湿半阴。
鸡冠花	Cockscomb	Celosia cristata	苋科	红、黄	鸡髻花	真爱	夏秋	花序如鸡冠，热烈夺目。	一年生草本，花序扁平如鸡冠，红黄。	象征真爱，鸡髻花。	原产亚洲热带，喜暖光耐旱。
千日红	Globe amaranth	Gomphrena globosa	苋科	紫、红、白	火球花	永恒的爱	夏秋	干花不谢，寓意长久。	一年生草本，花紫红白，苞片纸质，干花不谢。	象征永恒的爱，火球花。	原产美洲热带，喜暖光耐旱。
紫茉莉	Four o'clock flower	Mirabilis jalapa	紫茉莉科	多彩	地雷花、晚饭花	含蓄	夏秋	傍晚开放，香气幽幽。	一年生或多年生草本，花多彩，傍晚开放，香。	象征含蓄，晚饭花。	原产美洲热带，喜暖光，自播力强。
夜来香	Night jessamine	Cestrum nocturnum	茄科	黄、绿	夜香木	危险的快乐	夏秋	入夜香气浓郁迷人。	常绿藤状灌木，花黄绿，入夜香气浓郁。	象征危险的快乐，夜香木。	原产美洲热带，喜暖光湿润。
曼陀罗	Jimsonweed	Datura stramonium	茄科	白、紫	洋金花	敬畏	夏秋	花大而美，全株有毒。	一年生草本，花白色或紫，喇叭形，全株有毒。	象征敬畏，洋金花。	原产美洲，喜光耐旱，只宜远观。
木本曼陀罗	Angel's trumpet	Brugmansia suaveolens	茄科	白、粉、黄	大花曼陀罗	神秘	夏秋	巨型喇叭花垂挂枝头。	常绿灌木或小乔木，花白粉黄，喇叭形巨大下垂。	象征神秘，天使号角。	原产南美，喜暖光湿润。
矮牵牛	Petunia	Petunia hybrida	茄科	多彩	碧冬茄	安全感	春夏秋	花坛主角，色彩无尽。	多年生或一年生草本，花多彩，漏斗形，花坛主角。	象征安全感，碧冬茄。	原产南美，喜暖光，忌涝。
花烟草	Flowering tobacco	Nicotiana alata	茄科	白、粉	烟草花	夜的美丽	夏	傍晚开放，清香淡雅。	多年生或一年生草本，花白粉，傍晚开放，香。	象征夜的美丽，烟草花。	原产南美，喜暖光。
五色梅	Lantana	Lantana camara	马鞭草科	多彩	马缨丹、臭草	开朗	四季	花球变色，四季常开。	常绿灌木，花球变色，黄橙红粉，四季常开。	象征开朗，马缨丹。	原产美洲热带，喜暖光耐旱。
醉蝶花	Spider flower	Cleome spinosa	白花菜科	粉、紫、白	凤蝶草、紫龙须	神秘	夏秋	雄蕊细长如蝶须。	一年生草本，花粉紫白，雄蕊细长如蝶须。	象征神秘，凤蝶草。	原产美洲热带，喜暖光。
含羞草	Sensitive plant	Mimosa pudica	豆科	粉、紫	知羞草、怕羞草	敏感	夏秋	轻轻触碰，叶片闭合。	多年生草本，羽叶触之闭合，花粉紫绒球。	象征敏感，知羞草。	原产美洲热带，喜暖光。
紫云英	Chinese milk vetch	Astragalus sinicus	豆科	紫、红	红花草	幸福	春	南方田间的紫色花毯。	二年生草本，花紫红，早春田野生机，绿肥。	象征幸福，红花草。	原产中国，喜凉湿。
苜蓿花	Alfalfa flower	Medicago sativa	豆科	紫	紫花苜蓿	幸运	春夏	紫色小花，牧草之王。	多年生草本，花紫色，蝶形，簇生成头状花序。	象征幸运，紫花苜蓿。	原产西亚，喜光耐旱，牧草之王。
白车轴草	White clover	Trifolium repens	豆科	白	三叶草	幸运	春夏	四叶草是幸运的传说。	多年生匍匐草本，花白色，头状花序，三小叶。	象征幸运，三叶草。	原产欧洲，喜光湿润。
红三叶草花	Red clover	Trifolium pratense	豆科	红、紫	红车轴草	幸福	春夏	粉红花球，蜜源植物。	多年生草本，花粉红，头状花序，蜜源植物。	象征幸福，红车轴草。	原产欧洲，喜凉湿。
羽扇豆	Lupine	Lupinus micranthus	豆科	多彩	鲁冰花	母爱	春夏	多彩花穗，母亲的赞歌。	多年生或一年生草本，花多彩，总状花序高耸。	象征母爱，鲁冰花。	原产北美，喜凉光，忌高温。
香豌豆	Sweet pea	Lathyrus odoratus	豆科	多彩	花豌豆	温柔的回忆	春夏	蝶形小花，芳香清甜。	一年生缠绕藤本，花多彩，蝶形，芳香。	象征温柔的回忆，花豌豆。	原产意大利，喜凉光。
豌豆花	Garden pea flower	Pisum sativum	豆科	白、粉、紫	荷兰豆花	喜悦	春夏	朴素小花，田园气息。	一年生蔓生草本，花白粉紫，蝶形，田园气息。	象征喜悦，荷兰豆花。	原产欧亚，喜凉光。
红花酢浆草	Pink sorrel	Oxalis corymbosa	豆科	粉、红	三叶草	璀璨的心	春夏	粉色小花成簇开放。	多年生草本，三小叶，花粉红，簇生成伞。	象征璀璨的心，三叶草。	原产南美，喜暖光，球茎繁殖。
酢浆草	Creeping woodsorrel	Oxalis corniculata	酢浆草科	黄	酸酸草	快乐	春夏	黄色小花，生命力顽强。	多年生草本，三小叶，花黄色，路边小草。	象征快乐，酸酸草。	原产全球温热带，喜光耐旱。
紫叶酢浆草	Purple shamrock	Oxalis triangularis	酢浆草科	粉、白	幸运草	幸运	春夏	紫叶粉花，精致可爱。	多年生草本，叶紫红三角，花白粉，观赏。	象征幸运，紫蝴蝶。	原产南美，喜半阴。
长寿花	Kalanchoe	Kalanchoe blossfeldiana	景天科	红、粉、黄	寿星花	大吉大利	冬春	小花成团，花期超长。	多年生肉质草本，叶厚，花红粉黄，冬春繁盛。	象征大吉大利，寿星花。	原产马达加斯加，喜光，短日照促花。
落地生根	Air plant	Bryophyllum pinnatum	景天科	红、紫	打不死	顽强	冬春	叶缘生芽，落地即活。	多年生肉质草本，叶缘生芽，落地即活。	象征顽强，打不死。	原产马达加斯加，喜暖光耐旱。
八宝景天	Stonecrop	Hylotelephium erythrostictum	景天科	粉、白	华丽景天	长寿	夏秋	粉白花团，耐旱易养。	多年生肉质草本，叶厚，花白粉，伞房花序。	象征长寿，华丽景天。	原产东亚，喜光耐旱。
佛甲草	Gold moss sedum	Sedum lineare	景天科	黄	指甲草	坚韧	春夏	金黄小花，屋顶绿化。	多年生肉质草本，茎匍匐，叶细，花金黄。	象征坚韧，指甲草。	原产东亚，喜光耐旱，屋顶绿化。
瓦松	Fimbriate orostachys	Orostachys fimbriata	景天科	粉、白	天王瓦塔	古朴	夏秋	瓦片上的多肉小花。	二年生肉质草本，叶莲座状，花白粉，瓦上生。	象征古朴，天王瓦塔。	原产东亚，喜光耐旱。
天竺葵	Geranium	Pelargonium hortorum	牻牛儿苗科	多彩	洋绣球、入腊红	幸福在身边	四季	花球饱满，窗台经典。	多年生草本，花球丰满，多彩，四季开花。	象征幸福在身边，洋绣球。	原产南非，喜暖光，忌涝。
香叶天竺葵	Scented geranium	Pelargonium graveolens	牻牛儿苗科	粉	香葵、驱蚊草	思念	夏	叶片带香，可驱蚊虫。	多年生草本，叶含香，触之芬芳，可驱蚊。	象征思念，香葵。	原产南非，喜暖光耐旱。
大花天竺葵	Regal geranium	Pelargonium domesticum	牻牛儿苗科	多彩	蝴蝶天竺葵	华丽	春夏	花大色艳，雍容舒展。	多年生草本，花大色艳，多彩，春开。	象征华丽，蝴蝶天竺葵。	原产南非，喜凉光。
老鹳草	Cranesbill	Geranium wilfordii	牻牛儿苗科	粉、紫	牻牛儿苗	安宁	夏	野地小花，朴素雅致。	多年生草本，花紫粉，果喙似鹳嘴，山野小花。	象征安宁，牻牛儿苗。	原产东亚，喜光耐旱。
非洲紫罗兰	African violet	Saintpaulia ionantha	苦苣苔科	紫、蓝、粉	非洲堇	永恒的爱	四季	四季开花的小型盆栽。	多年生草本，叶肉质，花紫蓝粉，四季开花。	象征永恒的爱，非洲堇。	原产东非，喜半阴温暖。
大岩桐	Gloxinia	Sinningia speciosa	苦苣苔科	多彩	落雪泥	华丽	春夏	丝绒质感的硕大花朵。	多年生草本，块茎，花大丝绒质感，多彩。	象征华丽，落雪泥。	原产巴西，喜暖湿半阴。
口红花	Lipstick plant	Aeschynanthus radicans	苦苣苔科	红	口红吊兰	热情	夏	花朵如口红破壳而出。	多年生附生藤本，花红管状，自苞片伸出如口红。	象征热情，口红吊兰。	原产亚洲热带，喜暖湿半阴。
蓝雪花	Blue plumbago	Ceratostigma plumbaginoides	白花丹科	蓝	蓝花丹	冷淡	夏秋	清凉蓝花，夏日解暑。	常绿小灌木，花蓝色，簇生成球，夏日清凉。	象征冷淡，蓝花丹。	原产南非，喜暖光，忌涝。
金铃花	Flowering maple	Abution pictum	锦葵科	橙、红	灯笼花、摇钱树	珍惜	夏秋	红灯笼般的垂挂小花。	常绿灌木，花橙红，钟形下垂，如金铃。	象征珍惜，灯笼花。	原产南美，喜暖光湿润。
小木槿	African mallow	Anisodontea capensis	锦葵科	粉	南非葵	温柔	四季	粉色小花，日日开放。	常绿灌木，花粉红，五瓣，几乎全年开放。	象征温柔，南非葵。	原产南非，喜暖光，勤开花。
悬铃花	Slipper flower	Malvaviscus arboreus	锦葵科	红	垂花悬铃花	永远	四季	花苞不展开，如悬铃。	常绿灌木，花红色，花冠不展开，如悬铃。	象征永远，垂花悬铃花。	原产墨西哥，喜暖光湿润。
洋金凤	Peacock flower	Caesalpinia pulcherrima	豆科	红、黄	金凤花	热情	四季	花瓣如凤尾，绚烂夺目。	常绿灌木，花红黄，瓣如凤尾，四季开花。	象征热情，金凤花。	原产美洲热带，喜暖光耐旱。
双荚决明	Candle bush	Senna bicapsularis	豆科	黄	双荚槐	光明	秋冬	金黄小花，冬日暖阳。	常绿灌木，花金黄，总状花序，秋冬开放。	象征光明，双荚槐。	原产南美，喜暖光。
黄槐	Sunshine tree	Senna surattensis	豆科	黄	粉叶决明	乐观	夏秋	满树金黄，明媚开朗。	落叶乔木，花金黄，总状花序，夏秋满树。	象征乐观，粉叶决明。	原产印度与东南亚，喜暖光。
蒲包花	Slipperwort	Calceolaria herbeohybrida	玄参科	黄、橙	荷包花	富贵	春	花形如荷包，逗趣可爱。	一年生草本，花黄橙，唇瓣膨大如荷包。	象征富贵，荷包花。	原产南美，喜凉湿半阴。
耧斗菜	Columbine	Aquilegia viridiflora	毛茛科	蓝、紫	漏斗花	胜利	春	花形奇特，如漏斗展翅。	多年生草本，花蓝紫，距细长如漏斗，奇特。	象征胜利，漏斗花。	原产北温带，喜凉爽半阴。
大花耧斗菜	Gland columbine	Aquilegia glandulosa	毛茛科	蓝、紫、白	洋牡丹	坦率	春夏	蓝紫大花，高山精灵。	多年生草本，花大，蓝紫白，重瓣或单瓣。	象征坦率，洋牡丹。	原产东亚，喜凉爽湿润。
蓝盆花	Scabiosa	Scabiosa japonica	忍冬科	蓝、紫	松虫草	清静	夏秋	花球如针垫，轻盈柔美。	多年生草本，花蓝紫，头状花序如针垫，轻盈。	象征清静，松虫草。	原产欧亚，喜光耐旱。
蓟花	Japanese thistle	Cirsium japonicum	菊科	紫	大蓟	独立	夏	紫色刺头，野性之美。	多年生草本，花紫色，头状花序，叶有刺。	象征独立，大蓟。	原产东亚，喜光耐旱。
蓝刺头	Globe thistle	Echinops latifolius	菊科	蓝	禹州漏芦	智慧	夏	蓝色球状花序，别致硬朗。	多年生草本，花蓝色，球状花序，硬朗别致。	象征智慧，禹州漏芦。	原产欧亚，喜光耐旱。
落新妇	False goat's beard	Astilbe chinensis	虎耳草科	粉、红、白	升麻花	欣喜	夏	羽毛状花穗，柔美朦胧。	多年生草本，花白粉红，羽状花穗，朦胧柔美。	象征欣喜，升麻花。	原产东亚，喜半阴湿润。
虎耳草	Strawberry geranium	Saxifraga stolonifera	虎耳草科	白	金线吊芙蓉	真实	春夏	白花细巧，叶片斑纹。	多年生草本，叶肾形有斑纹，花白色，细巧。	象征真实，金线吊芙蓉。	原产东亚，喜阴湿。
山梅花	Mock orange	Philadelphus incanus	绣球花科	白	四月雪	清雅	春末夏	白花成簇，香如茉莉。	落叶灌木，花白色，成簇，香如茉莉，春末开。	象征清雅，四月雪。	原产中国，喜光耐寒。
溲疏	Deutzia	Deutzia scabra	绣球花科	白、粉	空疏	随和	春末夏	细碎白花，繁密如雪。	落叶灌木，花白粉，细碎繁密如雪，初夏开。	象征随和，空疏。	原产东亚，喜光耐半阴。
金银木花	Amur honeysuckle	Lonicera maackii	忍冬科	白、黄	金银忍冬	快乐	春夏	白花初开，渐变金黄。	落叶灌木，花白黄，成对开放，秋果红艳。	象征快乐，金银忍冬。	原产东亚，喜光耐寒。
接骨木花	Elderflower	Sambucus nigra	忍冬科	白	西洋接骨木	热心	春夏	乳白花簇，香气温和。	落叶灌木，花乳白，伞房花序，香气温和。	象征热心，西洋接骨木。	原产欧洲，喜光湿润。
琼花	Viburnum	Viburnum macrocephalum	忍冬科	白	聚八仙	美丽	春	八朵白花环绕中心，如绣球。	落叶灌木，聚伞花序，外圈白色大萼片如蝶。	象征美丽，聚八仙。	原产中国，喜半阴湿润。
木绣球	Chinese snowball	Viburnum macrocephalum f. keteleeri	忍冬科	白	绣球荚蒾	清纯	春	雪白花球，初青后白。	落叶灌木，花球纯白，初开淡绿，春末繁盛。	象征清纯，绣球荚蒾。	原产中国，喜光湿润。
金银花	Honeysuckle	Lonicera japonica	忍冬科	白、黄	忍冬、鸳鸯藤	忠贞	春夏	花开先白后黄，香气清甜。	半常绿藤本，花初白后黄，成对开放，芳香。	象征忠贞，鸳鸯藤。	原产中国，喜光耐寒，花可入药。
石楠花	Photinia flower	Photinia serratifolia	蔷薇科	白	千年红	孤傲	春	白花成伞，红果如珠。	常绿灌木或小乔木，花白色，伞房花序，秋果红。	象征孤傲，千年红。	原产中国，喜光耐旱。
